device,time,dne,srl,srrn,eda
NC0401E,2024-11-12T13:47:29.597Z,65.0,361333,0,
NC0401E,2024-11-12T13:48:29.598Z,41.0,376836,1,
NC0401E,2024-11-12T13:49:29.600Z,31.0,370855,0,
NC0401E,2024-11-12T13:50:29.602Z,45.0,398248,0,
NC0401E,2024-11-12T13:51:29.604Z,46.0,418219,2,
NC0401E,2024-11-12T13:52:29.606Z,52.0,342656,1,
NC0401E,2024-11-12T13:53:29.608Z,100.0,307621,4,
NC0401E,2024-11-12T13:54:29.609Z,100.0,292484,5,
NC0401E,2024-11-12T13:55:29.611Z,100.0,364141,1,
NC0401E,2024-11-12T13:56:29.613Z,100.0,269901,4,
NC0401E,2024-11-12T13:57:29.615Z,100.0,266239,0,
NC0401E,2024-11-12T13:58:29.617Z,100.0,230106,3,
NC0401E,2024-11-12T13:59:29.619Z,100.0,236209,7,
NC0401E,2024-11-12T14:00:29.620Z,100.0,245243,5,
NC0401E,2024-11-12T14:01:29.622Z,100.0,262821,3,
NC0401E,2024-11-12T14:02:29.624Z,96.0,334477,0,
NC0401E,2024-11-12T14:03:29.626Z,87.0,308084,2,
NC0401E,2024-11-12T14:04:29.628Z,86.0,350548,0,
NC0401E,2024-11-12T14:05:29.630Z,78.0,365931,2,
NC0401E,2024-11-12T14:06:29.631Z,62.0,378423,1,
NC0401E,2024-11-12T14:07:29.633Z,58.0,355474,3,
NC0401E,2024-11-12T14:08:29.635Z,51.0,388189,0,
NC0401E,2024-11-12T14:09:29.637Z,47.0,409430,2,
NC0401E,2024-11-12T14:10:29.639Z,43.0,426764,2,
NC0401E,2024-11-12T14:11:29.641Z,49.0,434943,0,
NC0401E,2024-11-12T14:12:29.642Z,38.0,426764,1,
NC0401E,2024-11-12T14:13:29.644Z,30.0,429816,1,
NC0401E,2024-11-12T14:14:29.646Z,23.0,437384,1,
NC0401E,2024-11-12T14:15:29.648Z,30.0,437140,1,
NC0401E,2024-11-12T14:16:29.650Z,34.0,439093,1,
NC0401E,2024-11-12T14:17:29.652Z,27.0,455207,0,
NC0401E,2024-11-12T14:18:29.653Z,34.0,447272,2,
NC0401E,2024-11-12T14:19:29.655Z,39.0,424567,2,
NC0401E,2024-11-12T14:20:29.657Z,38.0,433112,3,
NC0401E,2024-11-12T14:21:29.659Z,37.0,447882,1,
NC0401E,2024-11-12T14:22:29.661Z,37.0,446173,3,
NC0401E,2024-11-12T14:23:29.663Z,41.0,383190,1,
NC0401E,2024-11-12T14:24:29.664Z,100.0,239017,8,
NC0401E,2024-11-12T14:25:29.666Z,100.0,246341,8,
NC0401E,2024-11-12T14:26:29.668Z,100.0,193118,9,
NC0401E,2024-11-12T14:27:29.670Z,100.0,224246,3,
NC0401E,2024-11-12T14:28:29.672Z,100.0,283085,2,
NC0401E,2024-11-12T14:29:29.674Z,89.0,349126,1,
NC0401E,2024-11-12T14:30:29.675Z,58.0,373907,0,
NC0401E,2024-11-12T14:31:29.677Z,35.0,388555,0,
NC0401E,2024-11-12T14:32:29.679Z,31.0,383917,2,
NC0401E,2024-11-12T14:33:29.681Z,51.0,347295,6,
NC0401E,2024-11-12T14:34:29.683Z,54.0,375982,2,
NC0401E,2024-11-12T14:35:29.684Z,48.0,390264,3,
NC0401E,2024-11-12T14:36:29.686Z,43.0,426764,0,
NC0401E,2024-11-12T14:37:29.688Z,49.0,387701,3,
NC0401E,2024-11-12T14:38:29.690Z,61.0,373296,6,
NC0401E,2024-11-12T14:39:29.692Z,65.0,408331,2,
NC0401E,2024-11-12T14:40:29.694Z,62.0,411993,4,
NC0401E,2024-11-12T14:41:29.696Z,60.0,361211,1,
NC0401E,2024-11-12T14:42:29.697Z,61.0,310291,7,
NC0401E,2024-11-12T14:43:29.699Z,84.0,321416,3,
NC0401E,2024-11-12T14:44:29.701Z,65.0,337651,3,
NC0401E,2024-11-12T14:45:29.703Z,61.0,321538,5,
NC0401E,2024-11-12T14:46:29.705Z,46.0,318730,2,
NC0401E,2024-11-12T14:47:29.707Z,64.0,294560,6,
NC0401E,2024-11-12T14:48:29.708Z,69.0,310551,3,
NC0401E,2024-11-12T14:49:29.710Z,78.0,241947,7,
NC0401E,2024-11-12T14:50:29.712Z,74.0,239871,2,
NC0401E,2024-11-12T14:51:29.714Z,64.0,237064,4,
NC0401E,2024-11-12T14:52:29.716Z,57.0,252689,1,
NC0401E,2024-11-12T14:53:29.717Z,53.0,280155,1,
NC0401E,2024-11-12T14:54:29.719Z,48.0,293949,1,
NC0401E,2024-11-12T14:55:29.721Z,65.0,322026,2,
NC0401E,2024-11-12T14:56:29.723Z,60.0,295780,3,
NC0401E,2024-11-12T14:57:29.725Z,91.0,233402,9,
NC0401E,2024-11-12T14:58:29.727Z,100.0,217654,5,
NC0401E,2024-11-12T14:59:29.728Z,100.0,235355,4,
NC0401E,2024-11-12T15:00:29.730Z,92.0,260624,2,
NC0401E,2024-11-12T15:01:29.732Z,71.0,257328,2,
NC0401E,2024-11-12T15:02:29.734Z,64.0,235843,6,
NC0401E,2024-11-12T15:03:29.736Z,99.0,215701,3,
NC0401E,2024-11-12T15:04:29.738Z,72.0,222781,2,
NC0401E,2024-11-12T15:05:29.739Z,66.0,259891,0,
NC0401E,2024-11-12T15:06:29.741Z,57.0,282230,1,
NC0401E,2024-11-12T15:07:29.743Z,48.0,298344,2,
NC0401E,2024-11-12T15:08:29.745Z,43.0,302006,3,
NC0401E,2024-11-12T15:09:29.747Z,52.0,268192,5,
NC0401E,2024-11-12T15:10:29.749Z,71.0,249925,1,
NC0401E,2024-11-12T15:11:29.750Z,73.0,255863,3,
NC0401E,2024-11-12T15:12:29.752Z,66.0,243045,6,
NC0401E,2024-11-12T15:13:29.754Z,66.0,264042,2,
NC0401E,2024-11-12T15:14:29.756Z,65.0,297245,2,
NC0401E,2024-11-12T15:15:29.758Z,49.0,290653,4,
NC0401E,2024-11-12T15:16:29.760Z,44.0,312382,0,
NC0401E,2024-11-12T15:17:29.761Z,41.0,279301,3,
NC0401E,2024-11-12T15:18:29.763Z,68.0,262943,4,
NC0401E,2024-11-12T15:19:29.765Z,62.0,276371,1,
NC0401E,2024-11-12T15:20:29.767Z,57.0,293583,0,
NC0401E,2024-11-12T15:21:29.769Z,55.0,329961,0,
NC0401E,2024-11-12T15:22:29.771Z,44.0,334477,0,
NC0401E,2024-11-12T15:23:29.772Z,42.0,355474,2,
NC0401E,2024-11-12T15:24:29.774Z,35.0,290898,2,
NC0401E,2024-11-12T15:25:29.776Z,100.0,220724,2,
NC0401E,2024-11-12T15:26:29.778Z,100.0,271000,1,
NC0401E,2024-11-12T15:27:29.780Z,100.0,284083,0,
NC0401E,2024-11-12T15:28:29.782Z,83.0,359502,0,
NC0401E,2024-11-12T15:29:29.783Z,57.0,147259,1,
NC0401E,2024-11-12T15:30:29.785Z,84.0,218142,1,
NC0401E,2024-11-12T15:31:29.787Z,86.0,228397,3,
NC0401E,2024-11-12T15:32:29.789Z,84.0,242968,1,
NC0401E,2024-11-12T15:33:29.791Z,81.0,266725,4,
NC0401E,2024-11-12T15:34:29.793Z,100.0,194427,10,
NC0401E,2024-11-12T15:35:29.794Z,100.0,243656,3,
NC0401E,2024-11-12T15:36:29.796Z,86.0,297734,0,
NC0401E,2024-11-12T15:37:29.798Z,66.0,322026,0,
NC0401E,2024-11-12T15:38:29.800Z,73.0,326909,2,
NC0401E,2024-11-12T15:39:29.802Z,56.0,353643,0,
NC0401E,2024-11-12T15:40:29.804Z,58.0,351079,2,
NC0401E,2024-11-12T15:41:29.805Z,55.0,344121,1,
NC0401E,2024-11-12T15:42:29.807Z,40.0,351934,1,
NC0401E,2024-11-12T15:43:29.809Z,28.0,365728,0,
NC0401E,2024-11-12T15:44:29.811Z,21.0,375738,0,
NC0401E,2024-11-12T15:45:29.813Z,52.0,324834,1,
NC0401E,2024-11-12T15:46:29.815Z,46.0,349736,0,
NC0401E,2024-11-12T15:47:29.816Z,42.0,374395,0,
NC0401E,2024-11-12T15:48:29.818Z,34.0,387579,1,
NC0401E,2024-11-12T15:49:29.820Z,43.0,350957,5,
NC0401E,2024-11-12T15:50:29.822Z,73.0,331425,4,
NC0401E,2024-11-12T15:51:29.824Z,63.0,381475,0,
NC0401E,2024-11-12T15:52:29.825Z,58.0,385381,1,
NC0401E,2024-11-12T15:53:29.827Z,53.0,392339,1,
NC0401E,2024-11-12T15:54:29.829Z,36.0,395020,0,
NC0401E,2024-11-12T15:55:29.831Z,90.0,318242,6,
NC0401E,2024-11-12T15:56:29.833Z,83.0,344093,1,
NC0401E,2024-11-12T15:57:29.835Z,100.0,270023,9,
NC0401E,2024-11-12T15:58:29.837Z,100.0,294481,3,
NC0401E,2024-11-12T15:59:29.838Z,92.0,357061,0,
NC0401E,2024-11-12T16:00:29.840Z,56.0,377447,1,
NC0401E,2024-11-12T16:01:29.842Z,36.0,403326,0,
NC0401E,2024-11-12T16:02:29.844Z,28.0,389166,2,
NC0401E,2024-11-12T16:03:29.846Z,54.0,384405,3,
NC0401E,2024-11-12T16:04:29.847Z,58.0,397344,1,
NC0401E,2024-11-12T16:05:29.849Z,49.0,390630,2,
NC0401E,2024-11-12T16:06:29.851Z,100.0,324223,8,
NC0401E,2024-11-12T16:07:29.853Z,100.0,374517,1,
NC0401E,2024-11-12T16:08:29.855Z,51.0,381597,0,
NC0401E,2024-11-12T16:09:29.857Z,61.0,372564,4,
NC0401E,2024-11-12T16:10:29.858Z,95.0,338262,4,
NC0401E,2024-11-12T16:11:29.860Z,84.0,393560,1,
NC0401E,2024-11-12T16:12:29.862Z,82.0,346929,4,
NC0401E,2024-11-12T16:13:29.864Z,61.0,354361,2,
NC0401E,2024-11-12T16:14:29.866Z,53.0,365239,2,
NC0401E,2024-11-12T16:15:29.868Z,49.0,378545,2,
